,Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
595,N/A,4/24/2018 9:45 PM,Verbal Warning,Male,Traffic Sign/Signal,5530 S Ellis,Asian,Ran stop sign,No
596,N/A,4/24/2018 10:44 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Lake Park,Asian,Ran stop sign,No
597,Two citations issued,4/25/2018 12:15 AM,Citation issued,Male,Lane Violation,5500 S Ellis,African American,Improper overtaking,No
598,N/A,4/25/2018 10:22 AM,Verbal Warning,Female,Traffic Sign/Signal,5700 S Cottage Grove,African American,Disobeyed traffic control device,No
599,N/A,4/25/2018 2:38 PM,Verbal Warning,Female,Traffic sign/signal,1142 E 62nd,African American,Disobeyed Stop Sign,No
600,N/A,4/26/2018 12:17 PM,Verbal Warning,Male,Traffic sign/signal,5840 S. Harper,Caucasian,Disobeyed Stop Sign,No
601,N/A,4/27/2018 1:07 PM,Verbal Warning,Male,Lane Violation,1404 E 55th,African American,Improper lane usage,No
602,N/A,4/27/2018 1:24 PM,Verbal Warning,Male,License plate/registration,5600 S Hyde Park,African American,No registration,No
603,N/A,4/27/2018 5:38 PM,Verbal Warning,Female,Traffic Sign/Signal,5600 S Hyde Park,African American,Disobeyed traffic control device,No
604,N/A,4/27/2018 6:06 PM,Verbal Warning,Male,Traffic Sign/Signal,6300 S Ellis,African American,Failure to yield to pedestrian in crosswalk,No
605,N/A,4/27/2018 8:03 PM,Verbal Warning,Male,Traffic Sign/Signal,5000 S Cornell,Asian,Disobeyed traffic control device,No
606,N/A,4/28/2018 11:50 AM,Verbal Warning,Male,Moving Violation - Other,5400 S Lake Park,African American,Using cell phone while driving,No
607,N/A,4/28/2018 4:13 PM,Verbal Warning,Female,Traffic Sign/Signal,Midway Plaisance and Dorchester,Asian,Disobeyed traffic control device,No
608,N/A,4/28/2018 10:07 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 S Lake Park,African American,Disobeyed traffic control device,No
609,N/A,4/28/2018 10:57 PM,Verbal Warning,Male,Lane Violation,5400 S Greenwood,Caucasian,Wrong way on one way road,No
610,N/A,4/29/2018 12:15 AM,Verbal Warning,Male,Traffic sign/signal,5600 S Lake Park,African American,Disobeyed traffic control device,No
611,N/A,4/29/2018 12:09 PM,Verbal Warning,Female,Traffic sign/signal,5700 S Cornell,Caucasian,Disobeyed traffic control device,No
612,N/A,4/29/2018 6:43 PM,Verbal Warning,Male,Lane Violation,5100 S Cornell,African American,Improper turn,No
613,N/A,4/29/2018 9:05 PM,Verbal Warning,Male,Moving Violation - Other,6000 S Langley,African American,Using cell phone while driving,No
614,N/A,4/30/2018 1:43 PM,Verbal Warning,Male,Traffic sign/signal,5500 S Greenwood,African American,Ran stop sign,No
615,N/A,4/30/2018 5:15 PM,Verbal Warning,Male,Traffic sign/signal,6100 S University,African American,Disobeyed traffic control device,No
616,N/A,4/30/2018 5:36 PM,Verbal Warning,Male,Traffic sign/signal,4700 S Ellis,African American,Disobeyed traffic control device,No
617,N/A,4/30/2018 10:25 PM,Verbal Warning,Male,Traffic sign/signal,4900 S Greenwood,African American,Disobeyed traffic control device,No
618,N/A,5/1/2018 2:07 AM,Verbal Warning,Male,Moving Violation - Other,5300 S Kimbark,Hispanic,Improper backing,No
619,N/A,5/1/2018 9:30 AM,Verbal Warning,Female,Traffic sign/signal,5500 S Kimbark,African American,Failure to yield to pedestrian in crosswalk,No
620,N/A,5/1/2018 9:36 AM,Verbal Warning,Male,Traffic sign/signal,5300 S Cornell,Hispanic,Disobeyed traffic control device,No
621,N/A,5/1/2018 1:40 PM,Verbal Warning,Male,Traffic Sign/Signal,4700 S Drexel,African American,Failure to yield to pedestrian in crosswalk,No
622,N/A,5/1/2018 2:10 PM,Verbal Warning,Female,Traffic sign/signal,1000 E Midway Plaisance,African American,Ran stop sign,No
623,N/A,5/1/2018 4:04 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
624,Two citations issued,5/2/2018 2:27 PM,Citation issued,Male,Traffic sign/signal,5200 S Ellis,African American,Ran stop sign,No
625,N/A,5/2/2018 9:50 PM,Verbal Warning,Male,Lane Violation,5700 Blackstone,African American,Wrong way on one way road,No
626,One citation issued,5/3/2018 10:41 AM,Citations issued,Male,Lane Violation,1464 E. 55th Street,Caucasian,Improper right turn,No
627,N/A,5/4/2018 12:44 PM,Verbal Warning,Male,Traffic Sign/Signal,4700 S Cornell,Caucasian,Disobeyed traffic control device,No
628,N/A,5/4/2018 3:14 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 S Ellis,African American,Failure to yield to pedestrian in crosswalk,No
629,Two citations issued,5/4/2018 10:08 PM,Citation issued,Male,Traffic Sign/Signal,5500 S Shore Drive,African American,Ran stop sign,No
630,N/A,5/4/2018 11:25 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S University,African American,Ran stop sign,No
631,N/A,5/5/2018 11:20 AM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
632,N/A,5/5/2018 11:47 AM,Verbal Warning,Male,Traffic sign/signal,5500 S Ellis,Caucasian,Failure to yield to pedestrian in crosswalk,No
633,N/A,5/5/2018 12:43 PM,Verbal Warning,Male,Traffic sign/signal,5900 S Blackstone,Asian,Disobeyed traffic control device,No
634,N/A,5/6/2018 8:40 AM,Verbal Warning,Male,Traffic Sign/Signal,5800 S Woodlawn,African American,Ran stop sign,No
635,N/A,5/6/2018 1:07 PM,Verbal Warning,Male,Lane Violation,6148 S Evans,African American,Wrong way on one way road,No
636,N/A,5/7/2018 1:19 PM,Verbal Warning,Male,Traffic Sign/Signal,6000 Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
637,N/A,5/7/2018 4:02 PM,Verbal Warning,Female,Traffic Sign/Signal,5100 S Dorchester,African American,Ran red light,No
638,One citation issued,5/7/2018 4:50 PM,Citation issued,Female,Traffic Sign/Signal,5400 S Lake Park,Caucasian,Ran red light,No
639,N/A,5/7/2018 6:47 PM,Verbal Warning,Male,Lane Violation,1630 E 54th,Asian,No turn signal when required,No
640,N/A,5/8/2018 8:50 AM,Verbal Warning,Female,Traffic sign/signal,5300 S Greenwood,African American,Ran stop sign,No
641,N/A,5/8/2018 9:05 PM,Verbal Warning,Male,Traffic sign/signal,5500 Kenwood,African American,Failure to yield to pedestrian in crosswalk,No
642,N/A,5/8/2018 9:39 PM,Verbal Warning,Female,Traffic sign/signal,5700 Blackstone,African American,Ran stop sign,No
643,N/A,5/9/2018 8:52 PM,Verbal Warning,Female,Equipment,5300 S Lake Park,African American,No headlights when required,No
644,N/A,5/9/2018 11:32 PM,Verbal Warning,Male,Lane Violation,5200 S Woodlawn,Caucasian,Wrong way on one way road,No
645,N/A,5/10/2018 10:53 AM,Verbal Warning,Male,Lane Violation,5900 S University,Asian,Wrong way on one way road,No
646,N/A,5/10/2018 10:57 AM,Verbal Warning,Male,Traffic sign/signal,5300 S Woodlawn,African American,Ran stop sign,No
647,N/A,5/10/2018 5:19 PM,Verbal Warning,Male,Traffic sign/signal,5121 S Kimbark,African American,Ran stop sign,No
648,N/A,5/11/2018 8:35 AM,Verbal Warning,Female,Traffic Sign/Signal,5000 S Woodlawn,African American,Ran stop sign,No
649,N/A,5/11/2018 9:09 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 Blackstone,African American,Ran stop sign,No
650,N/A,5/11/2018 11:06 PM,Verbal Warning,Male,Traffic Sign/Signal,5000 Kenwood,Caucasian,Ran stop sign,No
651,N/A,5/11/2018 11:29 PM,Verbal Warning,Female,Lane Violation,5500 Kenwood,African American,Wrong way on one way road,No
652,N/A,5/12/2018 12:12 PM,Verbal Warning,Female,Traffic Sign/Signal,5900 S Dorchester,African American,Disobeyed traffic control device,No
653,N/A,5/12/2018 2:08 PM,Verbal Warning,Male,License plate/registration,5500 S Kimbark,Hispanic,Improper display of license plate,No
654,N/A,5/12/2018 4:25 PM,Verbal Warning,Male,Traffic Sign/Signal,1326 E 53rd,African American,Ran stop sign,No
655,N/A,5/12/2018 5:07 PM,Verbal Warning,Female,Traffic Sign/Signal,5736 S Woodlawn,African American,Disobeyed traffic control device,No
656,N/A,5/12/2018 5:33 PM,Verbal Warning,Male,Traffic sign/signal,5300 Kimbark,African American,Ran red light,No
657,N/A,5/12/2018 8:14 PM,Verbal Warning,Female,Traffic sign/signal,5900 Woodlawn,Caucasian,Ran stop sign,No
658,N/A,5/12/2018 8:18 PM,Verbal Warning,Male,Traffic sign/signal,6200 Woodlawn,African American,Ran red light,No
659,N/A,5/12/2018 8:40 PM,Verbal Warning,Female,Traffic sign/signal,5700 Kenwood,African American,Ran stop sign,No
660,N/A,5/12/2018 9:00 PM,Verbal Warning,Male,Traffic sign/signal,5000 Woodlawn,African American,Ran stop sign,No
661,N/A,5/12/2018 9:12 PM,Verbal Warning,Male,Traffic sign/signal,5300 Greenwood,African American,Ran stop sign,No
662,N/A,5/12/2018 9:30 PM,Verbal Warning,Male,Lane Violation,5700 Stony Island,African American,Wrong way on one way road,No
663,N/A,5/12/2018 10:47 PM,Verbal Warning,Male,Equipment,5300 Woodlawn,African American,No headlights when required,No
664,Two citations issued,5/13/2018 10:22 AM,Citation issued,Male,Traffic Sign/Signal,1450 E 55th,African American,Disobeyed traffic control device,No
665,N/A,5/13/2018 6:55 PM,Verbal Warning,Male,Traffic Sign/Signal,6000 Kenwood,Caucasian,Ran red light,No
666,N/A,5/13/2018 8:25 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Blackstone,Asian,Ran stop sign,No
667,N/A,5/13/2018 8:43 PM,Verbal Warning,Female,Lane Violation,5100 Blackstone,African American,Illegal U-Turn,No
668,N/A,5/13/2018 10:09 PM,Verbal Warning,Female,Traffic Sign/Signal,5600 Lake Park,Caucasian,Disobeyed traffic control device,No
669,N/A,5/13/2018 10:46 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Kimbark,African American,Ran stop sign,No
670,N/A,5/14/2018 2:56 PM,Verbal Warning,Male,Traffic Sign/Signal,6300 S Evans,Asian,Ran stop sign,No
671,Two citations issued,5/14/2018 7:41 PM,Citation issued,Male,Traffic Sign/Signal,4900 S Woodlawn,African American,Ran stop sign,No
672,Three citations issued,5/14/2018 10:19 PM,Citation issued,Male,Lane Violation,5735 S Cornell,African American,Improper lane usage,Yes
673,N/A,5/15/2018 7:38 AM,Verbal Warning,Female,Traffic Sign/Signal,1658 E 55th,African American,Disobeyed traffic control device,No
674,N/A,5/15/2018 9:43 AM,Verbal Warning,Female,Equipment,5900 S Woodlawn,African American,Unsafe equipment,No
675,N/A,5/15/2018 10:41 AM,Verbal Warning,Female,Traffic Sign/Signal,1380 E Midway,African American,Disobeyed traffic control device,No
676,N/A,5/15/2018 4:43 PM,Verbal Warning,Male,Lane Violation,6200 S Kimbark,African American,Improper lane usage,No
677,N/A,5/16/2018 7:22 AM,Verbal Warning,Male,Traffic Sign/Signal,5000 Drexel,African American,Ran red light,No
678,N/A,5/16/2018 10:02 AM,Verbal Warning,Female,Moving Violation - Other,1607 E 55th,African American,Using cell phone while driving,No
679,N/A,5/16/2018 1:26 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 Woodlawn,African American,Ran red light,No
680,N/A,5/16/2018 2:37 PM,Verbal Warning,Male,Moving Violation - Other,6300 Cottage Grove,African American,Reckless driving,No
681,N/A,5/16/2018 8:48 PM,Verbal Warning,Female,Equipment,5300 Ellis,African American,Unsafe equipment,No
682,N/A,5/16/2018 9:18 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S University,African American,Ran stop sign,No
683,N/A,5/16/2018 9:41 PM,Verbal Warning,Female,Traffic Sign/Signal,5600 S University,African American,Failure to yield to pedestrian in crosswalk,No
684,N/A,5/16/2018 9:43 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Ellis,African American,Ran stop sign,No
685,N/A,5/16/2018 9:50 PM,Verbal Warning,Female,Traffic Sign/Signal,5444 S Drexel,African American,Ran red light,No
686,Two citations issued,5/16/2018 10:19 PM,Citation issued,Male,Traffic Sign/Signal,5100 S Kenwood,African American,Ran stop sign,No
687,N/A,5/16/2018 10:33 PM,Verbal Warning,Female,Traffic Sign/Signal,5600 S Lake Park,African American,Ran red light,No
688,N/A,5/17/2018 7:53 AM,Verbal Warning,Male,Traffic Sign/Signal,6000 S Ellis,African American,Ran stop sign,No
689,N/A,5/17/2018 1:02 PM,Verbal Warning,Male,Traffic Sign/Signal,4900 S Drexel,Hispanic,Ran red light,No
690,N/A,5/17/2018 9:11 PM,Verbal Warning,Female,Equipment,Midway Plaisance and University,Caucasian,Unsafe equipment,No
691,N/A,5/17/2018 9:27 PM,Verbal Warning,Male,Lane Violation,5700 S Blackstone,African American,Wrong way on one way road,No
692,N/A,5/17/2018 9:31 PM,Verbal Warning,Female,Traffic sign/signal,5300 S Ingleside,Caucasian,Ran stop sign,No
693,N/A,5/17/2018 9:42 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Dorchester,African American,Ran stop sign,No
694,N/A,5/17/2018 11:34 PM,Verbal Warning,Male,Traffic sign/signal,1520 E 57th,African American,Ran stop sign,No
695,N/A,5/18/2018 7:56 AM,Verbal Warning,Male,Traffic Sign/Signal,5602 S Blackstone,African American,Ran stop sign,No
696,N/A,5/18/2018 12:34 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 S Kimbark,Caucasian,Ran stop sign,No
697,N/A,5/18/2018 2:21 PM,Verbal Warning,Male,Traffic Sign/Signal,1380 E 53rd,African American,Ran stop sign,No
698,N/A,5/19/2018 4:22 AM,Verbal Warning,Female,Lane Violation,5700 S Woodlawn,Hispanic,Wrong way on one way road,No
699,N/A,5/19/2018 9:53 AM,Verbal Warning,Male,Lane Violation,6000 S Ellis,Hispanic,Wrong way on one way road,No
700,N/A,5/19/2018 7:50 PM,Verbal Warning,Male,Traffic sign/signal,5500 S Lake Park,African American,Ran stop sign,No
701,N/A,5/20/2018 2:00 AM,Verbal Warning,Male,Lane Violation,5500 S Ellis,Hispanic,Improper overtaking,No
702,N/A,5/20/2018 3:42 PM,Verbal Warning,Female,Traffic Sign/Signal,6300 S Woodlawn,African American,Disobeyed traffic control device,No
703,N/A,5/21/2018 3:02 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 S. Woodlawn Ave.,Asian,Ran stop sign,No
704,N/A,5/21/2018 9:19 PM,Verbal Warning,Female,Equipment,5100 Greenwood,Caucasian,Unsafe equipment,No
705,N/A,5/21/2018 10:58 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Kenwood,African American,Ran stop sign,No
706,N/A,5/22/2018 2:31 AM,Verbal Warning,Male,Traffic Sign/Signal,5900 S. Woodlawn,African American,Ran stop sign,No
707,One citation issued,5/22/2018 11:58 AM,Citation Issued,Male,Traffic Sign/Signal,1438 E. 55th Street,African American,Ran red light,No
708,N/A,5/22/2018 7:24 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Greenwood,African American,Ran stop sign,No
709,N/A,5/22/2018 8:40 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Everett,Caucasian,Disobeyed traffic control device,No
710,N/A,5/22/2018 9:10 PM,Verbal Warning,Female,Traffic Sign/Signal,5000 S. Kenwood,African American,Ran stop sign,No
711,N/A,5/22/2018 9:15 PM,Verbal Warning,Male,Lane Violation,5700 S. Kimbark,African American,Improper  turn,No
712,N/A,5/22/2018 9:37 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 S. Greenwood,Caucasian,Ran stop sign,No
713,N/A,5/22/2018 9:52 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 S. Woodlawn,Caucasian,Disobeyed traffic control device,No
714,N/A,5/22/2018 10:44 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S. Harper,Caucasian,Ran stop sign,No
715,N/A,5/23/2018 8:43 AM,Verbal Warning,Male,Lane Violation,5478 S. Greenwood,Caucasian,Improper Lane Usage,No
716,N/A,5/23/2018 3:46 PM,Verbal Warning,Female,Traffic sign/signal,5500 S Shore Drive,African American,Ran red light,No
717,N/A,5/23/2018 7:59 PM,Verbal Warning,Female,Traffic Sign/Signal,5600 S. Hyde Park Blvd.,African American,Moving Violation,No
718,N/A,5/24/2018 10:06 AM,Verbal Warning,Male,Traffic Sign/Signal,5700 S. Harper,African American,Disobeyed  Stop Sign,No
719,Three citations issued,5/24/2018 11:56 AM,Citation Issued,Male,Speed,1330 E. Midway Plaisance,African American,Speeding,No
720,Two citations issued,5/25/2018 1:10 AM,Citation Issued,Female,Moving Violation  Other,5400 S. Shore Drive,African American,Driving On Sidewalk,No
721,N/A,5/25/2018 5:18 PM,Verbal Warning,Male,Lane Violation,5500 Kimbark,African American,Illegal Passing,No
722,N/A,5/25/2018 8:02 PM,Verbal Warning,Male,Lane Violation,5400 S. GREENWOOD,Hispanic,Wrong way on one way road,No
723,N/A,5/25/2018 8:39 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 S. Cornell,African American,Ran stop sign,No
724,N/A,5/25/2018 9:00 PM,Verbal Warning,Male,Equipment,4900 S. East End,African American,Unsafe equipment,No
725,N/A,5/25/2018 9:43 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 South Shore Dr,African American,Ran stop sign,No
726,Four citations issued,5/26/2018 1:55 AM,Citation Issued,Male,Traffic Sign/Signal,5300 S. Ellis Ave.,African American,Ran stop sign,Yes
727,N/A,5/26/2018 12:25 PM,Verbal Warning,Female,Traffic sign/signal,1313 E. 55th Street,Caucasian,Failed to Yield to a Pedestrian in Crosswalk,No
728,N/A,5/26/2018 1:55 PM,Verbal Warning,Male,Lane Violation,Midway Plaisance and Woodlawn,Caucasian,Wrong way on one way road,No
729,N/A,5/26/2018 4:08 PM,Verbal Warning,Male,Lane Violation,5200 S. Lake Park Ave,African American,Improper Left hand Turn,No
730,N/A,5/26/2018 5:12 PM,Verbal Warning,Female,Lane Violation,5240 S. Greenwood Ave,African American,Driving wrong way one way street,No
731,N/A,5/26/2018 7:50 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Berkeley,African American,Ran stop sign,No
732,N/A,5/26/2018 9:10 PM,Verbal Warning,Female,Equipment,5300 S. Greenwood,African American,Unsafe equipment,No
733,N/A,5/26/2018 9:20 PM,Verbal Warning,Male,Lane Violation,5715 S. Dorchester,Asian,Wrong way on one way road,No
734,N/A,5/27/2018 10:19 AM,Verbal Warning,Male,Speed,5900 S. Ellis Ave,African American,Speeding,No
735,Three citations issued,5/27/2018 3:41 PM,Citation Issued,Female,Traffic Sign/Signal,5305 S. Hyde Park Ave,African American,Ran red light,No
736,N/A,5/27/2018 8:23 PM,Verbal Warning,Male,Lane Violation,5200 S. Berkeley,African American,Wrong way on one way road,No
737,N/A,5/27/2018 9:12 PM,Verbal Warning,Male,Lane Violation,5500 S. Everett,African American,Failure to signal,Yes
738,N/A,5/27/2018 9:59 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Woodlawn,African  American,Ran stop sign,No
739,N/A,5/27/2018 11:09 PM,Verbal Warning,Male,Traffic Sign/Signal,5800 S. Dorchester,Asian,Ran stop sign,No
740,N/A,5/28/2018 1:01 AM,Verbal Warning,Male,Traffic Sign/Signal,5700 S. Harper,Asian,Ran stop sign,No
741,N/A,5/28/2018 11:07 AM,Verbal Warning,Male,Lane Violation,5600 S. Shore Dr.,Hispanic,Wrong way on one way road,No
742,N/A,5/28/2018 12:46 PM,Verbal Warning,Male,Lane Violation,6200 S. Kimbark Ave.,African American,Wrong way on one way road,No
743,N/A,5/28/2018 4:48 PM,Verbal Warning,Male,Lane Violation,5800 S. Kenwood  Ave.,Asian,Wrong way on one way road,No
744,N/A,5/28/2018 6:21 PM,Verbal Warning,Male,Lane Violation,4900 Cottage Grove,African American,Improper overtaking,No
745,N/A,5/28/2018 8:51 PM,Verbal Warning,Female,Traffic Sign/Signal,5100 University,African American,Ran stop sign,No
746,N/A,5/28/2018 9:02 PM,Verbal Warning,Female,Equipment,5100 University,African American,No headlights when required,No
747,N/A,5/28/2018 10:07 PM,Verbal Warning,Male,Traffic Sign/Signal,51ST Woodlawn,African American,Ran red light,No
748,N/A,5/29/2018 12:51 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Greenwood,African American,Disobeying Traffic Control Signal,No
